[image size = 1000x1000]
[pupil = 6.4,500,499]
1	340	59	341.423908323304	64.5223606971699
1	380	59	381.077938674268	64.4071651482556
1	420	59	420.725800178107	64.3235765840993
1	460	59	460.356480785134	64.2735853275529
1	500	59	500	64.2651972195605
1	540	59	539.643519214866	64.2735853275529
1	580	59	579.274199821893	64.3235765840993
1	620	59	618.922061325732	64.4071651482556
1	660	59	658.576091676696	64.5223606971699
1	260	99.0000000000001	261.959993473848	103.823299834837
1	300	99.0000000000001	301.635628933601	103.64254665643
1	340	99.0000000000001	341.289895332288	103.494889752526
1	380	99.0000000000001	380.980622431844	103.388808513925
1	420	99.0000000000001	420.657799947733	103.308512766399
1	460	99.0000000000001	460.316429145001	103.257002424978
1	500	99.0000000000001	500	103.238492791533
1	540	99.0000000000001	539.683570854999	103.257002424978
1	580	99.0000000000001	579.342200052267	103.308512766399
1	620	99.0000000000001	619.019377568156	103.388808513925
1	660	99.0000000000001	658.710104667712	103.494889752526
1	700	99.0000000000001	698.364371066399	103.64254665643
1	740	99.0000000000001	738.040006526152	103.823299834837
1	220	139	222.052972972973	143.107027027027
1	260	139	261.761787266012	142.895259831476
1	300	139	301.462671064639	142.732773219602
1	340	139	341.169552859314	142.572479208292
1	380	139	380.890606577075	142.45081667658
1	420	139	420.593843118504	142.368722560005
1	460	139	460.284913643365	142.318470599971
1	500	139	500	142.311661240615
1	540	139	539.715086356635	142.318470599971
1	580	139	579.406156881496	142.368722560005
1	620	139	619.109393422925	142.45081667658
1	660	139	658.830447140686	142.572479208292
1	700	139	698.53732893536	142.732773219602
1	740	139	738.238212733988	142.895259831476
1	780	139	777.947027027027	143.107027027027
1	180	179	182.073762675463	182.520337504927
1	220	179	221.825755195282	182.266038536891
1	260	179	261.572685824879	182.06623729656
1	300	179	301.306148349375	181.885046964396
1	340	179	341.039975541785	181.736887965523
1	380	179	380.779478571288	181.625651546607
1	420	179	420.533353080654	181.549202896865
1	460	179	460.242428058388	181.499147976612
1	500	179	500	181.481750654878
1	540	179	539.757571941612	181.499147976612
1	580	179	579.466646919346	181.549202896865
1	620	179	619.220521428712	181.625651546607
1	660	179	658.960024458215	181.736887965523
1	700	179	698.693851650625	181.885046964396
1	740	179	738.427314175121	182.06623729656
1	780	179	778.174244804718	182.266038536891
1	820	179	817.926237324537	182.520337504927
1	140	219	142.054112554113	222.069264069264
1	180	219	181.828203563213	221.794411648163
1	220	219	221.603275423308	221.548049627689
1	260	219	261.364035522284	221.325635013081
1	300	219	301.134344528711	221.15059588299
1	340	219	340.911922663802	221.007518796992
